_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_ratingValue,ltable_price_range,ltable_number_of_reviews,rtable_name,rtable_address,rtable_ratingValue,rtable_price_range,rtable_number_of_reviews
177,279,1366,delicious,1100 S Lamar Blvd Austin TX 78704,4.5,$20,52,alamo drafthouse,1120 S Lamar Blvd Austin TX 78704,3.8,$50,14
178,279,1708,delicious,1100 S Lamar Blvd Austin TX 78704,4.5,$20,52,the highball,1120 S Lamar Blvd Austin TX 78704,3.5,$45,11
179,279,2636,delicious,1100 S Lamar Blvd Austin TX 78704,4.5,$20,52,luke's inside out,1109 S Lamar Blvd Austin TX 78704,3.4,$30,6
180,280,1111,eureka!,200 E 6th St Austin TX 78701,4.0,$20,328,el sol y la luna,600 E 6th St Austin TX 78701,3.3,$50,17
181,280,1117,eureka!,200 E 6th St Austin TX 78701,4.0,$20,328,b.d. riley's irish pub & ,204 E 6th St Austin TX 78701,3.6,$40,32
182,280,1444,eureka!,200 E 6th St Austin TX 78701,4.0,$20,328,chupacabra cantina,400 E 6th St Austin TX 78701,3.3,$45,21
183,280,1964,eureka!,200 E 6th St Austin TX 78701,4.0,$20,328,the best wurst,201 E 6th St Austin TX 78701,3.6,$25,9
184,281,396,xi’an noodles,5259 University Way NE Seattle WA 98105,4.0,$5,168,araya's vegetarian place,5240 University Way NE Seattle WA 98105,4.2,$40,34
185,283,436,chez nous,510 Neches St Austin TX 78701,4.5,$45,415,chez nous,510 Neches St Austin TX 78701,3.9,$85,24
186,285,1723,no va kitchen & bar,87 Rainey St Austin TX 78701,3.5,$20,202,el naranjo,85 Rainey St Austin TX 78701,3.6,$100,13
187,287,1175,nomikai,48 S 1st St San Jose CA 95113,4.0,$20,200,cream,49 S 1st St San Jose CA 95113,3.2,$13,2
188,289,352,kenji sushi,385 S Winchester Blvd San Jose CA 95128,4.0,$20,984,kenji sushi,385 South Winchester Blvd San Jose CA 95128,2.9,$45,2
189,291,3083,vn grill,1085 E Brokaw Rd San Jose CA 95131,4.5,$5,570,vn grill,1085 E Brokaw Road Suite 20 San Jose CA 95131,-,$25,1
190,292,1654,mandarin house,1375 Blossom Hill Rd San Jose CA 95118,4.0,$20,65,cup n saucer family,1375 Blossom Hill Road San Jose CA 95118,3.5,$40,2
191,292,2375,mandarin house,1375 Blossom Hill Rd San Jose CA 95118,4.0,$20,65,senor taco,1375 Blossom Hill Road San Jose CA 95118,3.9,$35,2
192,296,105,hokkaido ramen santouka,675 Saratoga Ave San Jose CA 95129,4.0,$20,2482,santouka ramen,675 Saratoga Avenue San Jose CA 95129,4.0,$80,6
193,296,1056,hokkaido ramen santouka,675 Saratoga Ave San Jose CA 95129,4.0,$20,2482,mitsuwa marketplace,675 Saratoga Ave San Jose CA 95129,3.6,$65,1
194,296,2242,hokkaido ramen santouka,675 Saratoga Ave San Jose CA 95129,4.0,$20,2482,j sweet,675 Saratoga Avenue San Jose CA 95129,2.9,$13,1
195,296,2612,hokkaido ramen santouka,675 Saratoga Ave San Jose CA 95129,4.0,$20,2482,matcha love,675 Saratoga Avenue San Jose CA 95129,-,$13,1
196,296,3035,hokkaido ramen santouka,675 Saratoga Ave San Jose CA 95129,4.0,$20,2482,miyabitei japanese,675 Saratoga Avenue San Jose CA 95129,-,$20,1
197,299,527,la lanterna di vittorio,129 MacDougal St New York NY 10012,4.0,$20,1072,mamoun's falafel,119 MacDougal St New York NY 10012,4.5,$30,35
198,299,2299,la lanterna di vittorio,129 MacDougal St New York NY 10012,4.0,$20,1072,saigon shack,114 MacDougal St New York NY 10012,3.7,$30,12
199,299,2699,la lanterna di vittorio,129 MacDougal St New York NY 10012,4.0,$20,1072,la lanterna di vittorio,129 Macdougal St New York NY 10012,4.0,$75,12
200,303,1582,sweet chick,178 Ludlow St New York NY 10002,4.0,$20,789,il laboratorio del gelato,188 Ludlow St New York NY 10002,4.0,$25,30
201,304,2796,traif,229 S 4th St Brooklyn NY 11211,4.5,$45,1634,traif,229 S 4th St Brooklyn NY 11211,4.0,$75,23
202,305,1658,simpleviet,125 Bernal Rd San Jose CA 95119,4.5,$5,280,regal bagels,125 Bernal Road San Jose CA 95119,3.6,$43,2
203,305,2241,simpleviet,125 Bernal Rd San Jose CA 95119,4.5,$5,280,simpleviet,125 Bernal Road San Jose CA 95119,-,$13,1
204,307,358,vito’s trattoria,90 Skyport Dr San Jose CA 95110,4.0,$20,389,vito's new york trattoria,90 Skyport Drive San Jose CA 95110,3.6,$25,7
205,307,420,vito’s trattoria,90 Skyport Dr San Jose CA 95110,4.0,$20,389,sonoma chicken coop,90 Skyport Drive San Jose CA 95110,3.6,$35,6
206,307,1271,vito’s trattoria,90 Skyport Dr San Jose CA 95110,4.0,$20,389,ladda thai,90 Skyport Drive San Jose CA 95110,2.8,$40,4
207,307,2239,vito’s trattoria,90 Skyport Dr San Jose CA 95110,4.0,$20,389,vito's rock & roll cafe,90 Skyport Drive San Jose CA 95110,-,$25,2
208,311,977,town cafe,301 E Santa Clara St San Jose CA 95113,3.5,$5,53,curry pundits,30 E Santa Clara St San Jose CA 95113,-,$40,1
209,311,2068,town cafe,301 E Santa Clara St San Jose CA 95113,3.5,$5,53,nick's,354 E Santa Clara St San Jose CA 95113,2.9,$13,1
210,313,376,barolo ristorante,1940 Westlake Ave Seattle WA 98101,4.0,$20,856,tulio ristorante,Hotel Vintage 1100 5th Avenue Seattle WA 98101,3.8,$90,41
211,313,611,barolo ristorante,1940 Westlake Ave Seattle WA 98101,4.0,$20,856,barolo ristorante,1940 Westlake Avenue Seattle WA 98101,3.9,$95,58
212,314,235,the walrus and the carpenter,4743 Ballard Ave NW Seattle WA 98107,4.0,$45,1217,the walrus and the carpenter,4743 Ballard Avenue NW Seattle WA 98107,4.4,$60,87
213,316,84,quinn’s,1001 E Pike St Seattle WA 98122,4.0,$20,1176,quinn's,1001 East Pike St WA 98122,4.4,$65,80
214,316,701,quinn’s,1001 E Pike St Seattle WA 98122,4.0,$20,1176,poquitos,1000 E Pike St Seattle WA 98122,3.6,$50,36
215,316,883,quinn’s,1001 E Pike St Seattle WA 98122,4.0,$20,1176,rancho bravo,1001 E Pine St Seattle WA 98122,4.1,$20,20
216,319,569,tsukushinbo,515 S Main St Seattle WA 98104,4.0,$20,583,tsukushinbo,515 South Main St Seattle WA 98104,4.0,$75,29
217,326,2195,lenoir,1807 S 1st St Austin TX 78704,4.0,$45,305,lenoir,1807 S 1st St Austin TX 78704,3.5,$150,12
218,328,2748,poke poke,3100 S Congress Ave Austin TX 78704,4.0,$20,144,broken spoke,3201 S Lamar Blvd Austin TX 78704,3.1,$50,6
219,329,821,koriente,621 E 7th St Austin TX 78701,4.5,$5,1102,koriente,621 E 7th St Austin TX 78701,3.8,$35,21
220,332,430,street,3407 Greystone Dr Austin TX 78731,4.0,$20,67,musashino sushi dokoro,3407 Greystone Drive Austin TX 78731,4.2,$150,19
221,332,905,street,3407 Greystone Dr Austin TX 78731,4.0,$20,67,chinatown,3407 Greystone Drive Austin TX 78731,3.8,$45,10
222,333,1132,art of the table,1054 N 39th St Seattle WA 98103,4.5,$91,479,art of the table,1054 North 39th St Seattle WA 98103,4.0,$50,25
223,335,1344,phnom penh noodle house,660 S King St Seattle WA 98104,4.0,$5,419,mike's noodle house,418 Maynard Avenue S Seattle WA 98104,3.7,$25,16
224,335,2667,phnom penh noodle house,660 S King St Seattle WA 98104,4.0,$5,419,phnom penh noodle house,660 South King St Seattle WA 98104,3.5,$35,14
225,336,1556,the masonry,20 Roy St Seattle WA 98109,4.0,$20,225,mcmenamins,200 Roy St Seattle WA 98109,3.4,$40,19
226,338,80,japonessa,1400 1st Ave Seattle WA 98101,4.0,$20,2944,japonessa sushi cocina,1400 1st Avenue Seattle WA 98101,4.6,$50,77
227,340,1876,little barrel and brown,1716 S Congress Ave Austin TX 78704,4.0,$20,309,little barrel & brown,1716 S Congress Avenue Austin TX 78704,3.2,$70,4
228,341,718,long provincial vietnamese,1901 2nd Ave Seattle WA 98101,4.0,$20,718,long provincial vietnamese ,1901 2nd Avenue Seattle WA 98101,3.9,$50,39
229,342,2127,modern market eatery,9828 Great Hills Trl Austin TX 78759,4.0,$5,115,romano's macaroni grill,9828 Great Hills Trail Austin TX 78759,3.4,$40,8
230,343,900,pappadeaux seafood kitchen,11617 Research Blvd Austin TX 78759,3.5,$20,30,bone daddy's house of smoke,11617 Research Blvd Austin TX 78759,3.6,$40,34
231,343,2781,pappadeaux seafood kitchen,11617 Research Blvd Austin TX 78759,3.5,$20,30,outback steakhouse,11600 Research Blvd Austin TX 78759,3.1,$60,4
232,345,3087,nemea greek taverna,96 S 1st St San Jose CA 95113,4.0,$45,548,ozu sushi & grill,86 S 1st St San Jose CA 95113,-,$25,1
233,353,49,perla’s,1400 S Congress Ave Austin TX 78704,4.0,$45,1114,perla's seafood and oyster bar,1400 S Congress Avenue Austin TX 78704,4.1,$100,57
234,353,87,perla’s,1400 S Congress Ave Austin TX 78704,4.0,$45,1114,hopdoddy burger bar,1400 S Congress Avenue Austin TX 78704,4.7,$35,137
235,356,2511,casa enrique,5-48 49th Ave Long Island City NY 11101,4.0,$20,644,casa enrique,5-48 49th Avenue Queens NY 11101,3.9,$70,15
236,357,2887,local public eatery,404 Terry Avenue North Seattle WA 98109,4.0,$20,121,veggie grill,446 Terry Avenue North Seattle WA 98109,3.4,$40,8
237,363,1036,chinese tuxedo,5 Doyers St New York NY 10013,3.5,$20,52,nom wah tea parlor,13 Doyers St New York NY 10013,3.9,$40,30
238,363,2262,chinese tuxedo,5 Doyers St New York NY 10013,3.5,$20,52,tasty hand-pulled noodles,1 Doyers St New York NY 10013,4.0,$25,22
239,366,548,raku,342 E 6th St New York NY 10003,4.5,$20,350,veniero's pasticceria & caffe,342 E 11th St New York NY 10003,4.3,$20,33
240,367,690,locanda verde,377 Greenwich St New York NY 10013,4.0,$45,1288,tribeca grill,375 Greenwich St New York NY 10013,3.9,$75,22
241,367,1314,locanda verde,377 Greenwich St New York NY 10013,4.0,$45,1288,locanda verde,377 Greenwich St New York NY 10013,4.4,$100,76
242,367,2324,locanda verde,377 Greenwich St New York NY 10013,4.0,$45,1288,gigino trattoria,323 Greenwich St New York NY 10013,3.9,$90,8
243,370,684,juliana’s pizza,19 Old Fulton St Brooklyn NY 11201,4.5,$20,1186,juliana's pizza,19 Old Fulton St Brooklyn NY 11201,4.1,$50,31
244,372,917,holy macaroni,2512 Rio Grande St Austin TX 78705,3.5,,4,pluckers wing bar,2222 Rio Grande St Austin TX 78705,3.9,$25,11
245,373,165,abc kitchen,35 E 18th St New York NY 10003,4.0,$45,2326,abc kitchen,35 E 18th St New York NY 10003,4.5,$130,72
246,373,225,abc kitchen,35 E 18th St New York NY 10003,4.0,$45,2326,abc kitchen,35 E 18th St New York NY 10003,4.5,$130,72
247,373,1015,abc kitchen,35 E 18th St New York NY 10003,4.0,$45,2326,angelica kitchen,300 E 12th St New York NY 10003,4.0,$55,19
248,373,3134,abc kitchen,35 E 18th St New York NY 10003,4.0,$45,2326,tarallucci e vino,15 E 18th St New York NY 10003,3.7,$40,13
249,376,49,hopdoddy burger bar,1400 S Congress Ave Austin TX 78704,4.0,$20,3683,perla's seafood and oyster bar,1400 S Congress Avenue Austin TX 78704,4.1,$100,57
250,376,87,hopdoddy burger bar,1400 S Congress Ave Austin TX 78704,4.0,$20,3683,hopdoddy burger bar,1400 S Congress Avenue Austin TX 78704,4.7,$35,137
251,377,1850,trace,200 Lavaca St Austin TX 78701,4.0,$45,324,trace,200 Lavaca St Austin TX 78701,3.3,$90,11
252,378,509,vespaio ristorante,1610 South Congress Ave Austin TX 78704,4.0,$45,423,vespaio ristorante,1610 S Congress Avenue Austin TX 78704,3.9,$40,26
253,381,2933,javi’s best of tex-mex,7709 E Ben White Blvd Austin TX 78744,4.0,$5,134,waffle house,7809 E Ben White Blvd Austin TX 78744,3.2,$15,7
254,382,1757,yummy space,12534 Lake City Way NE Seattle WA 98125,5.0,$20,9,thai one on,12343 Lake City Way NE Seattle WA 98125,3.9,$30,27
255,382,1766,yummy space,12534 Lake City Way NE Seattle WA 98125,5.0,$20,9,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.1,$55,12
256,382,2439,yummy space,12534 Lake City Way NE Seattle WA 98125,5.0,$20,9,elliott bay brewery & pub,12537 Lake City Way NE Seattle WA 98125,3.6,$30,14
257,382,2893,yummy space,12534 Lake City Way NE Seattle WA 98125,5.0,$20,9,breakfast club,12306 Lake City Way NE Seattle WA 98125,3.2,$30,15
258,383,2869,the sitting room,108 W Roy St Seattle WA 98119,4.0,$20,262,sitting room,108 West Roy St Seattle WA 98119,3.5,$35,8
259,386,1703,kedai makan,1802 Bellevue Ave Seattle WA 98122,4.0,$20,196,kedai makan,1802 Bellevue Avenue Seattle WA 98122,3.6,$25,15
260,387,1407,blackboard bistro,3247 California Ave SW Seattle WA 98116,4.5,$20,214,blackboard bistro,3247 California Avenue SW Seattle WA 98116,4.1,$60,33
261,390,1905,harbor city ,707 S King St Seattle WA 98104,4.0,$20,1026,harbor city ,707 South King St Seattle WA 98104,3.7,$25,14
262,391,1129,betty,1507 Queen Anne Ave N Seattle WA 98109,4.0,$20,317,betty,1507 Queen Anne Avenue N Seattle WA 98109,3.8,$80,15
263,392,1001,il bistro,93 Pike St Seattle WA 98101,4.0,$45,480,il bistro,Pike Place Market 93 Pike St Seattle WA 98101,3.8,$70,27
264,395,3203,damn the weather,116 1st Ave S Seattle WA 98104,4.0,$20,228,damn the weather,116 1st Avenue South Seattle WA 98104,3.1,$45,11
265,397,1523,altura,617 Broadway E Seattle WA 98102,4.5,$91,366,rom mai thai,613 Broadway E Seattle WA 98102,4.0,$40,23
266,397,1539,altura,617 Broadway E Seattle WA 98102,4.5,$91,366,altura,617 Broadway East Seattle WA 98102,3.7,$300,25
267,398,1930,reserve a table,2716 Alki Ave SW Seattle WA 98116,4.5,$20,287,phoenecia,2716 Alki Avenue SW Seattle WA 98116,3.7,$25,22
268,400,2442,green leaf vietnamese ,2800 1st Ave Seattle WA 98121,4.0,$20,405,green leaf vietnamese,2800 1st Avenue WA 98121,3.5,$30,12
269,401,1047,shiki japanese ,6229 Santa Teresa Blvd San Jose CA 95119,4.0,$5,343,shiki japanese,6229 Santa Teresa Blvd San Jose CA 95119,3.6,$13,4
270,401,1198,shiki japanese ,6229 Santa Teresa Blvd San Jose CA 95119,4.0,$5,343,moonbean's coffee,6219 Santa Teresa Blvd San Jose CA 95119,3.7,$45,4
271,402,16,underground dining at naglee park,505 E San Carlos St San Jose CA 95112,5.0,$91,7,naglee park garage,505 East San Carlos St San Jose CA 95112,4.3,$43,12
272,402,360,underground dining at naglee park,505 E San Carlos St San Jose CA 95112,5.0,$91,7,house of bagels,505 E San Carlos St San Jose CA 95112,4.0,$40,5
273,404,88,bertucelli’s la villa,1319 Lincoln Ave San Jose CA 95125,4.5,$20,838,la villa,1319 Lincoln Avenue San Jose CA 95125,4.5,$65,4
274,405,102,takai sushi and sake bar,170 S Market St San Jose CA 95113,4.5,$20,53,the grill on the alley,172 S Market St San Jose CA 95113,3.9,$75,8
275,405,300,takai sushi and sake bar,170 S Market St San Jose CA 95113,4.5,$20,53,mccormick & schmick's,170 S Market St  San Jose CA 95113,3.7,$30,7
276,405,2726,takai sushi and sake bar,170 S Market St San Jose CA 95113,4.5,$20,53,takai sushi and sake bar,170 S Market St San Jose CA 95113,-,$40,1
277,407,296,chili boy,505 E Santa Clara St San Jose CA 95112,4.0,$20,13,vegetarian house,520 E Santa Clara St San Jose CA 95112,3.7,$40,3
278,407,310,chili boy,505 E Santa Clara St San Jose CA 95112,4.0,$20,13,vung tau,535 E Santa Clara St San Jose CA 95112,3.8,$45,11
279,409,309,slice poke bar,1150 Murphy Ave San Jose CA 95131,4.0,$20,245,california sourdough,1150 Murphy Avenue San Jose CA 95131,4.4,$30,3
280,410,1669,fuji huoshao & dumpling,6184 Bollinger Rd San Jose CA 95129,4.0,$20,169,fuji huoshao & dumpling,Orchard Farm Center 6184 Bollinger Road San Jose CA 95129,3.4,$45,1
281,419,1494,red hook lobster pound,284 Van Brunt St Brooklyn NY 11231,4.0,$20,714,the red hook lobster pound,284 Van Brunt St Brooklyn NY 11231,3.9,$90,27
282,420,2028,opa!,1100 Lincoln Ave San Jose CA 95125,3.5,$20,433,main street burgers,1100 Lincoln Avenue San Jose CA 95125,2.9,$30,1
283,422,111,mori kitchen,1000 S De Anza Blvd San Jose CA 95129,4.0,$20,200,layang layang,1480 S De Anza Blvd San Jose CA 95129,4.5,$40,5
284,423,318,bowl & plate at white shallot,3143 Stevens Creek Blvd San Jose CA 95117,4.0,$20,79,tony & alba's,3137 Stevens Creek Blvd San Jose CA 95117,3.9,$25,2
285,423,589,bowl & plate at white shallot,3143 Stevens Creek Blvd San Jose CA 95117,4.0,$20,79,white shallot,3143 Stevens Creek Blvd San Jose CA 95117,3.6,$60,5
286,423,1167,bowl & plate at white shallot,3143 Stevens Creek Blvd San Jose CA 95117,4.0,$20,79,fireside caffe deli & gelato,3145 Stevens Creek Blvd San Jose CA 95117,3.4,$13,4
287,425,969,elements ,6944 Almaden Expy San Jose CA 95120,4.0,$20,218,elements ,6944 Almaden Expressway CA 95120,4.0,$13,1
288,429,2747,tillery kitchen and bar,3201 E Cesar Chavez St Austin TX 78702,3.5,$20,15,las cazuelas mexican,1701 E Cesar Chavez St Austin TX 78702,3.3,$45,7
289,429,3164,tillery kitchen and bar,3201 E Cesar Chavez St Austin TX 78702,3.5,$20,15,mongers market and kitchen,2401 E Cesar Chavez St Austin TX 78702,3.4,$75,2
290,430,448,péché,208 W 4th St Austin TX 78701,4.0,$20,824,pch,208 W 4th St Austin TX 78701,3.8,$120,30
291,430,779,péché,208 W 4th St Austin TX 78701,4.0,$20,824,halcyon,218 W 4th St Austin TX 78701,3.8,$45,21
292,431,1841,copper restaurant & dessert lounge,3401 Esperanza Crossing Austin TX 78758,4.0,$20,225,copper restaurant & dessert lounge,3401 Esperanza Crossing Suite 104 Austin TX 78758,3.3,$70,7
293,433,1466,wayback burgers,2525 W Anderson Ln Austin TX 78757,3.5,$20,10,tarka indian kitchen,2525 W Anderson Lane Austin TX 78757,3.5,$30,4
294,434,135,eddie v’s prime seafood,301 E 5th St Austin TX 78701,4.5,$45,761,eddie v's prime seafood,301 E 5th St Austin TX 78701,4.2,$150,36
295,434,442,eddie v’s prime seafood,301 E 5th St Austin TX 78701,4.5,$45,761,parkside,301 E 6th St Austin TX 78701,3.7,$110,36
296,434,1833,eddie v’s prime seafood,301 E 5th St Austin TX 78701,4.5,$45,761,russian house,307 E 5th St Austin TX 78701,3.6,$75,10
297,437,810,botticelli’s,1321 S Congress Ave Austin TX 78704,4.0,$20,416,botticellis,1321 S Congress Avenue TX 78704,3.8,$80,21
298,438,2624,hanabi sushi,9503 Research Blvd Austin TX 78759,4.0,$20,119,dave and busters,9333 Research Blvd Austin TX 78759,3.1,$80,6
299,440,828,deckhand oyster bar,4211 S Lamar Blvd Austin TX 78704,4.0,$20,119,dong nai,4211 S Lamar Blvd Austin TX 78704,3.8,$35,7
300,442,854,jeffrey’s,1204 W Lynn St Austin TX 78703,4.0,$91,172,jeffrey's,1204 West Lynn St Austin TX 78703,3.6,$200,20
301,442,2768,jeffrey’s,1204 W Lynn St Austin TX 78703,4.0,$91,172,josephine house,1204 W Lynn St Austin TX 78703,3.2,$110,5
302,445,122,south congress cafe,1600 S Congress Ave Austin TX 78704,4.0,$20,1824,south congress caf,1600 S Congress Avenue Austin TX 78704,4.5,$70,78
303,446,258,ristorante machiavelli,1215 Pine St Seattle WA 98101,4.0,$20,657,ristorante machiavelli,1215 Pine St Seattle WA 98101,4.3,$60,44
304,449,1790,reserve a table,611 E Pine St Seattle WA 98122,4.5,$20,345,stumptown coffee roasters,616 E Pine St Seattle WA 98122,3.6,$25,14
305,450,391,the crumpet shop,1503 1st Ave Seattle WA 98101,4.5,$5,1608,the crumpet shop,Pike Place Market 1503 1st Avenue WA 98101,4.1,$20,49
306,455,14,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,pizza antica,334 Santana Row San Jose CA 95128,4.2,$45,11
307,455,23,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,blowfish sushi to die for,355 Santana Row San Jose CA 95128,3.7,$45,10
308,455,24,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,straits,333 Santana Row San Jose CA 95128,3.7,$40,11
309,455,89,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,sino restaurant and lounge,377 Santana Row San Jose CA 95128,3.6,$40,12
310,455,104,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,village california,378 Santana Row San Jose CA 95128,3.9,$35,11
311,455,109,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,cocola bakery,333 Santana Row San Jose CA 95128,3.6,$30,6
312,455,295,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,consuelo,377 Santana Row San Jose CA 95128,3.2,$120,9
313,455,355,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,pasta pomodoro,378 Santana Row San Jose CA 95128,3.4,$55,5
314,455,756,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,el jardin tequila bar,368 Santana Row San Jose CA 95128,3.2,$80,7
315,455,1045,roots and rye,Santana Row San Jose CA 95128,3.5,$20,395,fantasia,378 Santana Row San Jose CA 95128,3.4,$15,1
316,456,397,tavolata,2323 2nd Ave Seattle WA 98121,4.0,$45,714,tavolta,2323 2nd Avenue Seattle WA 98121,3.9,$80,49
317,461,770,sweet mango,1040 Willow St San Jose CA 95125,4.0,$20,711,sweet mango,1040 Willow St San Jose CA 95125,3.8,$50,3
318,461,1856,sweet mango,1040 Willow St San Jose CA 95125,4.0,$20,711,baskin robbins,1060 Willow St San Jose CA 95125,3.5,$13,1
319,462,942,reserve a table,403 W 43rd St New York NY 10036,4.0,$20,1102,esca,402 W 43rd St New York NY 10036,3.9,$180,31
320,463,2154,masa ramen and sake bar,864 Blossom Hill Rd San Jose CA 95123,4.0,$20,236,pizza my heart,864 Blossom Hill Road San Jose CA 95123,3.7,$13,1
321,466,2323,noodle pudding,38 Henry St Brooklyn NY 11201,4.0,$20,428,noodle pudding,38 Henry St Brooklyn NY 11201,4.2,$60,14
322,467,488,scarpetta,355 W 14th St New York NY 10014,4.0,$45,1425,scarpetta,355 W 14th St New York NY 10014,4.1,$120,42
323,469,1019,by chloe,240 Lafayette St New York NY 10012,4.5,$20,23,ed's lobster bar,222 Lafayette St New York NY 10012,4.0,$90,35
324,469,1227,by chloe,240 Lafayette St New York NY 10012,4.5,$20,23,jack's wife freda,224 Lafayette St New York NY 10012,4.0,$60,28
325,469,1243,by chloe,240 Lafayette St New York NY 10012,4.5,$20,23,morini osteria,218 Lafayette St New York NY 10012,3.9,$120,28
326,469,1485,by chloe,240 Lafayette St New York NY 10012,4.5,$20,23,by chloe,185 Bleecker St New York NY 10012,3.8,$40,17
327,470,538,the little owl,90 Bedford St New York NY 10014,4.0,$45,1116,the little owl,90 Bedford St New York NY 10014,4.4,$100,48
328,470,2719,the little owl,90 Bedford St New York NY 10014,4.0,$45,1116,moustache,90 Bedford St New York NY 10014,3.8,$25,12
329,473,45,easy tiger,709 E 6th St Austin TX 78701,4.0,$20,1124,easy tiger,709 E 6th St Austin TX 78701,4.1,$50,32
330,475,135,parkside,301 E 6th St Austin TX 78701,4.0,$45,809,eddie v's prime seafood,301 E 5th St Austin TX 78701,4.2,$150,36
331,475,442,parkside,301 E 6th St Austin TX 78701,4.0,$45,809,parkside,301 E 6th St Austin TX 78701,3.7,$110,36
332,475,1964,parkside,301 E 6th St Austin TX 78701,4.0,$45,809,the best wurst,201 E 6th St Austin TX 78701,3.6,$25,9
333,475,1977,parkside,301 E 6th St Austin TX 78701,4.0,$45,809,old school bar & grill,401 E 6th St Austin TX 78701,3.6,$20,20
